,ID,name,UniProt,Gene Name
25267,FBpp0072835,CG16758-PE,Q7KV91,CG16758
25268,FBpp0072836,CG16758-PF,Q7KV95,CG16758
25269,FBpp0303831,CG16758-PH,M9PE19,CG16758
25270,FBpp0297532,CG16758-PG,M9ND26,CG16758
25271,FBpp0072837,Cyp4d20-PA,Q9W011,Cyp4d20
25272,FBpp0072838,CG16762-PA,Q9W012,CG16762
25273,FBpp0072839,Non2-PA,Q9VZY0,Non2
25274,FBpp0072840,Atg2-PA,Q9VZX7,Atg2
25275,FBpp0305632,Atg2-PB,Q9VZX7,Atg2
25276,FBpp0290840,mRpS35-PA,Q9VZX6,mRpS35
25277,FBpp0072842,Pgant6-PA,Q6WV16,Pgant6
25278,FBpp0072843,Pgant6-PB,Q6WV16,Pgant6
25279,FBpp0305633,Pgant6-PC,Q6WV16,Pgant6
25280,FBpp0072847,Or63a-PA,Q9VZW8,Or63a
25281,FBpp0290712,Or63a-PB,E1JIA4,Or63a
25282,FBpp0072848,CPT2-PA,Q9VZW7,CPT2
25283,FBpp0072849,CG2113-PA,Q9VZW6,CG2113
25284,FBpp0304394,CG2113-PB,M9PH37,CG2113
25285,FBpp0072850,FMRFaR-PA,Q9VZW5,FMRFaR
25286,FBpp0309525,FMRFaR-PC,Q9VZW5,FMRFaR
25287,FBpp0304395,FMRFaR-PB,Q9VZW5,FMRFaR
25288,FBpp0072851,CG2162-PA,Q9VZW2,CG2162
25289,FBpp0311278,CG2162-PE,E1JIB4,CG2162
25290,FBpp0311279,CG2162-PF,Q8MRH9,CG2162
25291,FBpp0072852,Prx4-PA,Q9V3Q4,Prx4
25292,FBpp0072853,Prx4-PB,Q9V3Q4,Prx4
25293,FBpp0304422,Prx4-PC,Q9V3Q4,Prx4
25294,FBpp0072855,CG32485-PA,Q8I941,CG32485
25295,FBpp0072856,CG1271-PB,Q8I939,CG1271
25296,FBpp0072857,CG1271-PA,Q9VZV9,CG1271
25297,FBpp0072858,CG1271-PD,Q8I940,CG1271
25298,FBpp0072859,CG1271-PC,Q7KV84,CG1271
25299,FBpp0072860,CG16753-PA,Q9VZV8,CG16753
25300,FBpp0072865,PAN3-PD,Q9I7T8,PAN3
25301,FBpp0072866,PAN3-PA,Q9I7T8,PAN3
25302,FBpp0072868,PAN3-PK,Q7KV83,PAN3
25303,FBpp0072869,PAN3-PL,Q8IRE7,PAN3
25304,FBpp0072870,PAN3-PM,Q7KV83,PAN3
25305,FBpp0072871,PAN3-PN,Q7KV83,PAN3
25306,FBpp0072872,PAN3-PF,Q7KV83,PAN3
25307,FBpp0072873,PAN3-PH,Q7KV83,PAN3
25308,FBpp0072861,PAN3-PG,Q95RR8,PAN3
25309,FBpp0072862,PAN3-PJ,Q7KV83,PAN3
25310,FBpp0072863,PAN3-PB,Q9I7T8,PAN3
25311,FBpp0072864,PAN3-PC,Q9VZV3,PAN3
25312,FBpp0112042,PAN3-PO,A8JNJ2,PAN3
25313,FBpp0112043,PAN3-PP,Q8IRE7,PAN3
25314,FBpp0112044,PAN3-PQ,Q7KV83,PAN3
25315,FBpp0304423,PAN3-PR,Q8IRE7,PAN3
25316,FBpp0072875,scramb2-PA,Q9VZW1,scramb2
25317,FBpp0072876,aly-PA,Q9VZW3,aly
25318,FBpp0304396,aly-PB,Q9VZW3,aly
25319,FBpp0072877,CG32487-PA,Q9VZW4,CG32487
25320,FBpp0072878,CG32488-PA,Q8SXC9,CG32488
25321,FBpp0311913,CG32488-PB,Q8SXC9,CG32488
25322,FBpp0072879,CG32846-PA,Q8I942,CG32846
25323,FBpp0293005,CG32846-PB,M9MSK1,CG32846
25324,FBpp0072880,CG9970-PA,Q9VZX0,CG9970
25325,FBpp0072881,spz5-PA,Q9VZX1,spz5
25326,FBpp0072885,CG12093-PA,Q9VZX8,CG12093
25327,FBpp0072886,AhcyL1-PA,Q9VZX9,AhcyL1
25328,FBpp0072887,Alg2-PA,Q9VZU8,Alg2
25329,FBpp0072891,CG15812-PA,Q9VZU3,CG15812
25330,FBpp0072892,CG15812-PB,Q86BP7,CG15812
25331,FBpp0072893,rasp-PA,Q9VZU2,rasp
25332,FBpp0072894,CG32280-PA,Q8IRE5,CG32280
25333,FBpp0072895,CG32280-PB,Q8IRE5,CG32280
25334,FBpp0072896,CG32280-PC,Q8IRE5,CG32280
25335,FBpp0310626,CG32280-PD,Q8IRE5,CG32280
25336,FBpp0072897,CG32278-PA,Q9VZU0,CG32278
25337,FBpp0072898,CG32281-PA,Q8IRE4,CG32281
25338,FBpp0072901,CG32284-PA,Q8MS92,CG32284
25339,FBpp0072902,CG14957-PA,Q9VZT6,CG14957
25340,FBpp0072903,CG14958-PA,Q9VZT5,CG14958
25341,FBpp0072904,Hsp83-PA,P02828,Hsp83
25342,FBpp0305095,Hsp83-PB,P02828,Hsp83
25343,FBpp0072907,nSMase-PA,Q9VZS6,nSMase
25344,FBpp0072908,eIF1-PA,Q9VZS3,eIF1
25345,FBpp0072909,Larp4B-PA,H4YFU3,Larp4B
25346,FBpp0072910,Larp4B-PB,Q9I7T7,Larp4B
25347,FBpp0300406,Larp4B-PD,H4YFU3,Larp4B
25348,FBpp0072914,ckd-PC,Q7KV71,ckd
25349,FBpp0303874,ckd-PD,Q7KV71,ckd
25350,FBpp0303875,ckd-PE,Q7KV71,ckd
25351,FBpp0072915,CG14960-PA,Q9VZR8,CG14960
25352,FBpp0072916,CG12017-PA,Q9VZR7,CG12017
25353,FBpp0300630,CG12017-PB,M9NFK8,CG12017
25354,FBpp0300631,CG12017-PC,M9ND35,CG12017
25355,FBpp0300632,CG12017-PD,M9NEZ6,CG12017
25356,FBpp0072917,CG12009-PA,Q9VZR6,CG12009
25357,FBpp0300633,CG12009-PB,M9NDG5,CG12009
25358,FBpp0072918,ZnT63C-PA,Q7K3K5,ZnT63C
25359,FBpp0072919,ZnT63C-PB,Q7K3K5,ZnT63C
25360,FBpp0072920,ZnT63C-PC,Q7K3K5,ZnT63C
25361,FBpp0072921,ZnT63C-PD,Q7K3K5,ZnT63C
25362,FBpp0072922,ZnT63C-PE,Q7K3K5,ZnT63C
25363,FBpp0303136,ZnT63C-PF,M9PEG6,ZnT63C
25364,FBpp0303137,ZnT63C-PG,Q7K3K5,ZnT63C
25365,FBpp0072923,Drsl2-PA,Q7YXH9,Drsl2
25366,FBpp0072924,Drsl3-PA,Q8IRD7,Drsl3
25367,FBpp0072925,Drsl4-PA,Q8IRD6,Drsl4
25368,FBpp0072926,Drsl5-PA,Q9VZR2,Drsl5
25369,FBpp0072927,CG12016-PA,Q9VZR0,CG12016
25370,FBpp0072928,CG12016-PB,Q9VZR0,CG12016
25371,FBpp0072930,Gtpx-PC,Q8IRD4,Gtpx
25372,FBpp0072931,Gtpx-PA,Q9VZQ8,Gtpx
25373,FBpp0072932,Gtpx-PD,Q8IRD3,Gtpx
25374,FBpp0072933,CG14961-PA,Q9VZQ7,CG14961
25375,FBpp0072934,kst-PA,Q9VZQ3,kst
25376,FBpp0089203,kst-PB,Q7KV69,kst
25377,FBpp0089204,kst-PC,Q7KV70,kst
25378,FBpp0292863,kst-PF,Q9VZQ3,kst
25379,FBpp0289294,kst-PE,A8JNJ6,kst
25380,FBpp0304366,kst-PG,M9PBL6,kst
25381,FBpp0304367,kst-PH,Q7KV70,kst
25382,FBpp0072937,CG12010-PB,Q8IRD1,CG12010
25383,FBpp0072938,CG12012-PA,Q9VZP9,CG12012
25384,FBpp0289973,CG12012-PB,Q1ECB1,CG12012
25385,FBpp0312150,CG12012-PC,Q9VZP9,CG12012
25386,FBpp0072939,Ids-PA,Q9VZP8,Ids
25387,FBpp0072940,Ythdc1-PA,Q9VZQ1,Ythdc1
25388,FBpp0072941,Ythdc1-PB,Q8IRD2,Ythdc1
25389,FBpp0072942,Drsl6-PA,Q9VZQ4,Drsl6
25390,FBpp0072943,Drsl1-PA,Q9VZQ5,Drsl1
25391,FBpp0072944,CG14969-PA,Q95SH7,CG14969
25392,FBpp0072945,Strip-PA,Q9VZQ9,Strip
25393,FBpp0072946,Strip-PB,Q8IRD5,Strip
25394,FBpp0304368,Strip-PC,Q9VZQ9,Strip
25395,FBpp0289977,PIG-C-PB,Q9VZR1,PIG
25396,FBpp0422629,PIG-C-PC,,PIG
25397,FBpp0072948,CG14968-PB,Q9VZR5,CG14968
25398,FBpp0072949,CG14968-PC,Q9VZR5,CG14968
25399,FBpp0072950,CG14968-PD,Q9VZR5,CG14968
25400,FBpp0072951,CG14968-PE,Q9VZR5,CG14968
25401,FBpp0072952,CG14968-PA,Q9VZR5,CG14968
25402,FBpp0072955,CG17746-PA,Q9VZS1,CG17746
25403,FBpp0072956,CG17746-PB,Q9VZS1,CG17746
25404,FBpp0072957,RpL28-PB,Q9VZS5,RpL28
25405,FBpp0072959,RpL28-PA,Q9VZS5,RpL28
25406,FBpp0072960,RpL28-PD,Q9VZS5,RpL28
25407,FBpp0291506,RpL28-PE,Q9VZS5,RpL28
25408,FBpp0291507,RpL28-PF,Q9VZS5,RpL28
25409,FBpp0297522,RpL28-PG,Q9VZS5,RpL28
25410,FBpp0291508,hob-PB,Q9VZS7,hob
25411,FBpp0312382,hob-PC,Q9VZS7,hob
25412,FBpp0072964,CG33160-PA,Q9VZS9,CG33160
25413,FBpp0072965,CG32277-PA,Q8IRE1,CG32277
25414,FBpp0072966,CG33159-PA,Q9VZT0,CG33159
25415,FBpp0072967,CG32271-PA,Q8IRE2,CG32271
25416,FBpp0072968,CG32276-PA,Q8SYY6,CG32276
25417,FBpp0072969,CG32276-PB,Q8SYY6,CG32276
25418,FBpp0072970,CG14966-PA,Q9VZT2,CG14966
25419,FBpp0072971,CG14965-PA,Q960J7,CG14965
25420,FBpp0297861,MnM-PB,Q9VZT8,MnM
25421,FBpp0072973,CG14963-PA,Q9VZT9,CG14963
25422,FBpp0072974,Asciz-PA,Q9VZU1,Asciz
25423,FBpp0303025,Asciz-PB,Q9VZU1,Asciz
25424,FBpp0072976,Usp5-PA,Q9VZU7,Usp5
25425,FBpp0298309,Usp5-PB,Q9VZU7,Usp5
25426,FBpp0401600,Usp5-PC,Q9VZU7,Usp5
25427,FBpp0072977,CG11537-PC,Q8T014,CG11537
25428,FBpp0072978,CG11537-PB,Q9VZU9,CG11537
25429,FBpp0072979,CG11537-PA,Q9VZU9,CG11537
25430,FBpp0301174,CG11537-PF,M9NDY4,CG11537
25431,FBpp0112045,CG11537-PD,Q6NLL3,CG11537
25432,FBpp0112046,CG11537-PE,Q6NLL3,CG11537
25433,FBpp0306026,CG11537-PG,Q6NLL3,CG11537
25434,FBpp0072980,promL-PB,P82295,promL
25435,FBpp0072981,promL-PC,P82295,promL
25436,FBpp0072982,promL-PA,P82295,promL
25437,FBpp0297368,promL-PD,M9PDX6,promL
25438,FBpp0306027,promL-PE,P82295,promL
25439,FBpp0307985,promL-PG,M9PDX6,promL
25440,FBpp0428265,promL-PH,,promL
25441,FBpp0072985,Cht7-PA,Q9VZV2,Cht7
25442,FBpp0110220,Eip63E-PF,Q7KM08,Eip63E
25443,FBpp0110221,Eip63E-PG,Q7KM03,Eip63E
25444,FBpp0110222,Eip63E-PH,Q7KM04,Eip63E
25445,FBpp0110223,Eip63E-PI,Q7KM03,Eip63E
25446,FBpp0110224,Eip63E-PJ,Q7KM05,Eip63E
25447,FBpp0110225,Eip63E-PK,Q7KM03,Eip63E
25448,FBpp0072990,Eip63E-PD,Q9XTK9,Eip63E
25449,FBpp0072991,Eip63E-PE,Q9XTK9,Eip63E
25450,FBpp0072992,Eip63E-PA,Q7KM05,Eip63E
25451,FBpp0072993,Eip63E-PB,Q7KM05,Eip63E
25452,FBpp0072994,Eip63E-PC,Q7KM05,Eip63E
25453,FBpp0291754,Eip63E-PM,Q7KM08,Eip63E
25454,FBpp0303101,Eip63E-PN,M9PE01,Eip63E
25455,FBpp0291160,Eip63E-PL,Q7KM03,Eip63E
25456,FBpp0288729,CG10359-PG,B7Z0B3,CG10359
25457,FBpp0271712,CG10359-PE,B7Z0B2,CG10359
25458,FBpp0289339,CG10357-PC,Q9VZN6,CG10357
25459,FBpp0072998,CG10862-PA,Q9I7T6,CG10862
25460,FBpp0072999,CG14974-PA,Q9VZN5,CG14974
25461,FBpp0312388,CG14974-PC,R4YDN3,CG14974
25462,FBpp0073000,ImpE2-PA,P29681,ImpE2
25463,FBpp0073001,CG32267-PA,Q8IRD0,CG32267
25464,FBpp0073002,CG14971-PA,Q9VZP2,CG14971
25465,FBpp0073003,eIF5B-PB,Q9VZP5,eIF5B
25466,FBpp0301570,eIF5B-PC,Q9VZP5,eIF5B
25467,FBpp0301571,eIF5B-PD,M9NFL1,eIF5B
25468,FBpp0301572,eIF5B-PE,M9ND37,eIF5B
25469,FBpp0301573,eIF5B-PF,Q9VZP5,eIF5B
25470,FBpp0073004,sty-PC,O44783,sty
25471,FBpp0073005,sty-PB,O44783,sty
25472,FBpp0073006,CG32266-PA,Q8MSE9,CG32266
25473,FBpp0073007,IntS10-PA,Q9VZM7,IntS10
25474,FBpp0073008,PIG-B-PA,Q9VZM5,PIG
25475,FBpp0073009,PIG-B-PB,,PIG
25476,FBpp0073010,Scsalpha1-PA,Q94522,Scsalpha1
25477,FBpp0292215,Scsalpha1-PB,Q94522,Scsalpha1
25478,FBpp0073011,enc-PB,Q8MSX1,enc
25479,FBpp0089267,enc-PA,,enc
25480,FBpp0111757,enc-PD,Q8MSX1,enc
25481,FBpp0111758,enc-PE,A8JNJ9,enc
25482,FBpp0305410,enc-PF,M9PH77,enc
25483,FBpp0305411,enc-PG,M9PBM2,enc
25484,FBpp0305412,enc-PH,M9PE05,enc
25485,FBpp0073012,Rdh-PA,Q7KV62,Rdh
25486,FBpp0073013,Awh-PA,,Awh
25487,FBpp0073014,Awh-PB,Q8IRC7,Awh
25488,FBpp0303103,Awh-PC,M9PEI5,Awh
25489,FBpp0303104,Awh-PD,M9PE75,Awh
25490,FBpp0073015,Fie-PA,Q9VZL8,Fie
25491,FBpp0305346,Fie-PB,Q9VZL8,Fie
25492,FBpp0073016,Lamtor4-PA,Q9VZL6,Lamtor4
25493,FBpp0303128,Lamtor4-PB,M9PBM4,Lamtor4
25494,FBpp0073017,Sc2-PA,Q9VZL3,Sc2
25495,FBpp0073018,ida-PA,Q9VZL2,ida
25496,FBpp0073031,Eip63F-1-PA,P48593,Eip63F
25497,FBpp0292481,Eip63F-1-PB,M9MSK2,Eip63F
25498,FBpp0292482,Eip63F-1-PC,M9MRP5,Eip63F
25499,FBpp0292483,Eip63F-1-PD,M9MS04,Eip63F
25500,FBpp0073032,mge-PB,Q9I7T5,mge
25501,FBpp0073033,mge-PA,Q9VZL1,mge
25502,FBpp0305347,mge-PC,M9PEJ1,mge
25503,FBpp0073036,Ccz1-PB,Q9VZL5,Ccz1
25504,FBpp0113004,Gr63a-PB,Q9VZL7,Gr63a
25505,FBpp0073038,Acp63F-PA,O46200,Acp63F
25506,FBpp0312380,Acp63F-PB,O46200,Acp63F
25507,FBpp0073039,CG32263-PA,Q8IRC8,CG32263
25508,FBpp0073040,CG32262-PA,Q9VZM6,CG32262
25509,FBpp0073041,ntc-PA,Q8SX86,ntc
25510,FBpp0073043,CG32264-PD,Q9VZN0,CG32264
25511,FBpp0073044,CG32264-PB,Q9VZN2,CG32264
25512,FBpp0112342,CG32264-PE,Q7YU16,CG32264
25513,FBpp0292216,CG32264-PG,M9MRV3,CG32264
25514,FBpp0300860,CG32264-PI,Q9VZM9,CG32264
25515,FBpp0300861,CG32264-PJ,D4G7A5,CG32264
25516,FBpp0300862,CG32264-PK,E0R7R0,CG32264
25517,FBpp0305202,CG32264-PL,M9PE70,CG32264
25518,FBpp0305203,CG32264-PM,A8JNJ8,CG32264
25519,FBpp0292213,ppk27-PB,Q9VZN1,ppk27
25520,FBpp0073059,CG1136-PA,Q9VZJ2,CG1136
25521,FBpp0073060,Ugt305A1-PA,Q9I7T3,Ugt305A1
25522,FBpp0305195,Ugt305A1-PB,Q9I7T3,Ugt305A1
25523,FBpp0073061,dib-PA,Q9NGX9,dib
25524,FBpp0290210,CG32259-PC,Q4QQ81,CG32259
25525,FBpp0290211,CG32259-PD,Q4QQ81,CG32259
25526,FBpp0311358,CG14989-PF,X2JCH6,CG14989
25527,FBpp0300673,CG14989-PC,A8WHD3,CG14989
25528,FBpp0300674,CG14989-PD,A8WHD3,CG14989
25529,FBpp0300675,CG14989-PE,A8WHD3,CG14989
25530,FBpp0073064,CG14990-PA,Q9VZI5,CG14990
25531,FBpp0073065,Fit1-PA,Q9VZI3,Fit1
25532,FBpp0073066,Fit1-PB,Q9VZI3,Fit1
25533,FBpp0073067,Ack-PA,Q9VZI2,Ack
25534,FBpp0073068,Ras64B-PA,P04388,Ras64B
25535,FBpp0073069,Akh-PA,P61855,Akh
25536,FBpp0073070,CG32260-PA,Q8IRB8,CG32260
25537,FBpp0304903,CG32260-PC,M9PE97,CG32260
25538,FBpp0073071,CG1299-PA,Q9VZH5,CG1299
25539,FBpp0304904,CG1299-PB,M9PHC2,CG1299
25540,FBpp0073074,CG18675-PA,Q9VZH1,CG18675
25541,FBpp0073075,tipE-PA,P48613,tipE
25542,FBpp0073076,tipE-PB,P48613,tipE
25543,FBpp0073079,Cpr64Ad-PB,Q9VZF9,Cpr64Ad
25544,FBpp0073081,Sqor-PB,Q9VZF6,Sqor
25545,FBpp0073082,Sqor-PA,Q9VZF6,Sqor
25546,FBpp0073083,pav-PA,Q9VZF5,pav
25547,FBpp0073084,CG1265-PB,Q9VZF3,CG1265
25548,FBpp0073085,CG1309-PA,Q9VZF1,CG1309
25549,FBpp0112049,VhaM9.7-a-PB,Q9VZE9,VhaM9.7
25550,FBpp0112050,VhaM9.7-a-PC,Q9VZE9,VhaM9.7
25551,FBpp0073087,CG1273-PB,Q9VZE8,CG1273
25552,FBpp0073088,Ctl1-PA,Q9VZE7,Ctl1
25553,FBpp0305743,Ctl1-PB,M9PHD2,Ctl1
25554,FBpp0073089,CG1316-PA,Q9VZE4,CG1316
25555,FBpp0073090,TfIIEbeta-PA,O96881,TfIIEbeta
25556,FBpp0289677,TfIIEbeta-PB,E1JIC9,TfIIEbeta
25557,FBpp0073091,Hexo1-PA,Q0E8H9,Hexo1
25558,FBpp0073093,Hexo1-PD,Q8IRB6,Hexo1
25559,FBpp0289998,Hexo1-PE,Q8IRB6,Hexo1
25560,FBpp0305744,Hexo1-PF,Q8IRB6,Hexo1
25561,FBpp0289999,Fdx2-PB,Q8SZA8,Fdx2
25562,FBpp0290000,CG15012-PC,Q9VZE2,CG15012
25563,FBpp0073098,CG11583-PA,Q9VZE6,CG11583
25564,FBpp0073099,CG11586-PA,Q9VZF0,CG11586
25565,FBpp0305745,CG11586-PB,Q9VZF0,CG11586
25566,FBpp0073100,CG15011-PA,Q9VZF2,CG15011
25567,FBpp0073101,ago-PC,Q9VZF4,ago
25568,FBpp0073102,ago-PB,Q9VZF4,ago
25569,FBpp0073103,ago-PA,Q9VZF4,ago
25570,FBpp0073104,ImpL2-PA,,ImpL2
25571,FBpp0073105,ImpL2-PB,M9PEL7,ImpL2
25572,FBpp0073106,ImpL2-PC,Q09024,ImpL2
25573,FBpp0305746,ImpL2-PD,M9PEL7,ImpL2
25574,FBpp0073108,Cpr64Ac-PA,Q9VZG0,Cpr64Ac
25575,FBpp0073109,Cpr64Ab-PA,Q9VZG1,Cpr64Ab
25576,FBpp0073110,Cpr64Aa-PA,Q9VZG2,Cpr64Aa
25577,FBpp0073111,CG15005-PA,Q9VZG4,CG15005
25578,FBpp0073112,VhaM9.7-c-PA,Q9VZG7,VhaM9.7
25579,FBpp0073113,Teh3-PA,Q9VZG8,Teh3
25580,FBpp0073114,Teh2-PA,Q9VZG9,Teh2
25581,FBpp0289848,Teh2-PB,B6IDT8,Teh2
25582,FBpp0290859,Teh4-PB,Q4V5U6,Teh4
25583,FBpp0073116,mas-PB,Q9VZH2,mas
25584,FBpp0304905,mas-PC,M9PE44,mas
25585,FBpp0073119,Rop-PA,Q07327,Rop
25586,FBpp0302752,Rop-PB,Q07327,Rop
25587,FBpp0073126,Chd64-PB,Q9VZI1,Chd64
25588,FBpp0302668,Chd64-PC,M9PE30,Chd64
25589,FBpp0073131,Gad1-PB,P20228,Gad1
25590,FBpp0073132,Gad1-PA,P20228,Gad1
25591,FBpp0073133,Gad1-PC,P20228,Gad1
25592,FBpp0305196,Gad1-PD,P20228,Gad1
25593,FBpp0073134,Faa-PA,Q9VZI8,Faa
25594,FBpp0073135,wit-PA,Q9VZI9,wit
25595,FBpp0303105,wit-PB,M9PE88,wit
25596,FBpp0073137,Dpy-30L2-PA,Q9VZJ1,Dpy
25597,FBpp0305197,Dpy-30L2-PB,Q9VZJ1,Dpy
25598,FBpp0113001,CG11593-PB,Q9VZJ4,CG11593
25599,FBpp0305198,CG11593-PC,Q9VZJ4,CG11593
25600,FBpp0073142,Claspin-PA,Q8IRB5,Claspin
25601,FBpp0312156,Claspin-PB,Q8IRB5,Claspin
25602,FBpp0073143,PMP34-PA,Q9VZD9,PMP34
25603,FBpp0297229,PMP34-PB,Q9VZD9,PMP34
25604,FBpp0073144,mRpS6-PA,Q9VZD5,mRpS6
25605,FBpp0297230,mRpS6-PB,Q9VZD5,mRpS6
25606,FBpp0073147,slow-PA,Q95RQ1,slow
25607,FBpp0073148,slow-PB,Q95RQ1,slow
25608,FBpp0073149,Syx17-PA,Q9VZC9,Syx17
25609,FBpp0303212,Syx17-PB,M9PEM1,Syx17
25610,FBpp0073150,TP53INP-PD,Q9VZC7,TP53INP
25611,FBpp0073151,TP53INP-PB,Q9VZC7,TP53INP
25612,FBpp0073152,TP53INP-PA,Q9VZC7,TP53INP
25613,FBpp0073153,TP53INP-PC,Q8IRB4,TP53INP
25614,FBpp0112053,TP53INP-PE,Q9VZC7,TP53INP
25615,FBpp0112054,TP53INP-PF,A8JNK7,TP53INP
25616,FBpp0300394,TP53INP-PG,M9NFM7,TP53INP
25617,FBpp0300395,TP53INP-PH,M9NFM7,TP53INP
25618,FBpp0073154,CG15020-PA,Q9VZC5,CG15020
25619,FBpp0073155,nAChRbeta1-PA,E8NHB5,nAChRbeta1
25620,FBpp0073156,nAChRbeta1-PB,Q9VZC4,nAChRbeta1
25621,FBpp0073157,CG15021-PA,Q9VZC2,CG15021
25622,FBpp0073158,CG12607-PB,Q8SXX8,CG12607
25623,FBpp0288562,CG12607-PC,B7Z0B5,CG12607
25624,FBpp0306087,CG12607-PD,M9PEB0,CG12607
25625,FBpp0292128,CG32249-PB,Q8IRB2,CG32249
25626,FBpp0292129,CG32248-PB,Q8IRB1,CG32248
25627,FBpp0292130,CG11349-PB,Q9VZB5,CG11349
25628,FBpp0073162,CG7465-PA,Q9VZB4,CG7465
25629,FBpp0303816,CG11350-PC,Q9VZB3,CG11350
25630,FBpp0073164,CG11353-PA,Q9VZA7,CG11353
25631,FBpp0073165,CG11353-PB,Q9VZA7,CG11353
25632,FBpp0073166,CG11357-PA,Q9VZA6,CG11357
25633,FBpp0112055,CG11357-PB,Q9VZA6,CG11357
25634,FBpp0112056,CG11357-PC,Q9VZA6,CG11357
25635,FBpp0293524,CG11357-PD,Q9VZA6,CG11357
25636,FBpp0292067,CG32246-PB,Q8IRA7,CG32246
25637,FBpp0073173,HDAC1-PA,Q94517,HDAC1
25638,FBpp0073175,CG13716-PA,Q9VZ99,CG13716
25639,FBpp0073178,CG32243-PA,Q8MZ22,CG32243
25640,FBpp0073179,Tie-PA,Q9VZA8,Tie
25641,FBpp0305765,CG13720-PB,Q9VZB0,CG13720
25642,FBpp0073184,CG13721-PA,Q9VZB1,CG13721
25643,FBpp0303817,CG13722-PB,Q9VZB2,CG13722
25644,FBpp0292131,CG32241-PB,Q8IRB3,CG32241
25645,FBpp0288653,CG15024-PB,Q9VZB7,CG15024
25646,FBpp0288664,CG15023-PB,Q9VZB8,CG15023
25647,FBpp0312153,CG15023-PD,Q9VZB8,CG15023
25648,FBpp0303826,CG15023-PC,M9PHE4,CG15023
25649,FBpp0073189,CG15022-PA,Q8SWU6,CG15022
25650,FBpp0073190,CG11345-PA,Q9VZC0,CG11345
25651,FBpp0073191,CG15019-PA,Q9VZC8,CG15019
25652,FBpp0112052,CG15019-PB,Q9VZC8,CG15019
25653,FBpp0073192,CG32240-PA,Q8I0L0,CG32240
25654,FBpp0073193,DopEcR-PA,Q9VZD1,DopEcR
25655,FBpp0099542,DopEcR-PB,Q9VZD1,DopEcR
25656,FBpp0099543,DopEcR-PC,Q9VZD1,DopEcR
25657,FBpp0073194,CG11342-PA,Q9VZD2,CG11342
25658,FBpp0073195,Cip4-PA,Q9VZD7,Cip4
25659,FBpp0112051,Cip4-PB,A8JNK4,Cip4
25660,FBpp0305747,Cip4-PJ,M9PBP3,Cip4
25661,FBpp0305748,Cip4-PK,M9PE52,Cip4
25662,FBpp0300521,Cip4-PH,M9ND42,Cip4
25663,FBpp0300522,Cip4-PI,M9NF07,Cip4
25664,FBpp0297491,Cip4-PF,M9NDH6,Cip4
25665,FBpp0297492,Cip4-PG,M9NE16,Cip4
25666,FBpp0297231,Cip4-PC,M9NE16,Cip4
25667,FBpp0297232,Cip4-PD,M9ND44,Cip4
25668,FBpp0297233,Cip4-PE,M9NF10,Cip4
25669,FBpp0073196,CG15014-PA,Q9VZD8,CG15014
25670,FBpp0073197,dyl-PB,Q9VZE0,dyl
25671,FBpp0073198,dyl-PA,Q9VZE0,dyl
25672,FBpp0073199,dyl-PC,Q9VZE0,dyl
25673,FBpp0073200,TTLL1B-PA,Q9VZ97,TTLL1B
25674,FBpp0073201,RhoGEF64C-PA,Q9VZ85,RhoGEF64C
25675,FBpp0304983,RhoGEF64C-PB,Q9VZ85,RhoGEF64C
25676,FBpp0073202,CG13713-PA,Q9VZ91,CG13713
25677,FBpp0073203,CG13711-PA,Q9VZ87,CG13711
25678,FBpp0073204,LeuRS-m-PA,Q9VZ82,LeuRS
25679,FBpp0288420,Dnah3-PD,Q9VZ77,Dnah3
25680,FBpp0288421,Dnah3-PE,Q1LZ38,Dnah3
25681,FBpp0073208,CG13705-PA,Q8SX23,CG13705
25682,FBpp0073209,hoka-PA,Q8SXS4,hoka
25683,FBpp0073210,Rh50-PA,Q9V3T3,Rh50
25684,FBpp0303840,Rh50-PB,M9PEN8,Rh50
25685,FBpp0311666,Rh50-PC,M9PEN8,Rh50
25686,FBpp0428106,Rh50-PD,,Rh50
25687,FBpp0073211,CG32235-PA,Q9VZ78,CG32235
25688,FBpp0073212,CG32237-PA,Q9VZ79,CG32237
25689,FBpp0300978,CG13707-PC,Q9VZ80,CG13707
25690,FBpp0300979,CG13707-PD,Q9VZ80,CG13707
25691,FBpp0297711,CG13707-PB,M9NE27,CG13707
25692,FBpp0073214,CG13708-PA,Q9VZ81,CG13708
25693,FBpp0304985,CG13708-PB,Q9VZ81,CG13708
25694,FBpp0073217,CG18808-PA,Q9I7T1,CG18808
25695,FBpp0073218,CG7509-PA,Q9VZ84,CG7509
25696,FBpp0073219,CG12493-PA,Q9VZ88,CG12493
25697,FBpp0304984,CG12493-PB,M9PHF9,CG12493
25698,FBpp0073220,CG13712-PA,Q9VZ90,CG13712
25699,FBpp0073221,CG15876-PA,Q9VZ92,CG15876
25700,FBpp0073222,CG18418-PA,Q9VZ93,CG18418
25701,FBpp0073223,CG7514-PA,Q9VZ94,CG7514
25702,FBpp0073225,CG32236-PA,Q95U06,CG32236
25703,FBpp0073228,ATPsynCF6L-PA,Q9VZ72,ATPsynCF6L
25704,FBpp0073229,t-Grip128-PA,Q8IRA1,t
25705,FBpp0073230,CG17030-PA,Q9VZ73,CG17030
25706,FBpp0073231,Con-PA,Q6AWM0,Con
25707,FBpp0301699,Con-PB,Q6AWM0,Con
